"","days_trade","days_year","price","total","daily_return"
"1928-01-01",NA,366,1,1,0.00225727136356801
"1928-01-02",NA,366,1.00068293336087,1.00080349093501,0.000803490935006979
"1928-01-03",250,366,0.99991664210454,1.00015776180056,-0.000645210713490774
"1928-01-04",250,366,0.997664526078654,0.998025679293382,-0.00213174619905598
"1928-01-05",250,366,0.988093247742243,0.988571255721922,-0.00947312656138677
"1928-01-06",250,366,0.994286459426627,0.994886643236919,0.00638839889228349
"1928-01-07",NA,366,0.994222794717539,0.994942881217977,5.652702389769e-05
"1928-01-08",NA,366,0.990555671192821,0.991393049603072,-0.00356787478147458
"1928-01-09",250,366,0.985278210096688,0.986230647081415,-0.00520722081289904
"1928-01-10",250,366,0.977959047786163,0.97902330714474,-0.00730796589824445
"1928-01-11",250,366,0.976832989773219,0.978014052379361,-0.00103087920176526
"1928-01-12",250,366,0.983589123077273,0.984896261344871,0.00703692237219511
"1928-01-13",250,366,0.989782334761658,0.991216440186238,0.00641710105868087
"1928-01-14",NA,366,0.985860105373737,0.987408026490793,-0.00384216155124428
"1928-01-15",NA,366,0.977627147017971,0.97928118089836,-0.00823048362419732
"1928-01-16",250,366,0.973454923121193,0.975219957837103,-0.00414714705078978
"1928-01-17",250,366,0.974017844740862,0.975901470279098,0.000698829465618056
"1928-01-18",250,366,0.971765836101778,0.973762758858105,-0.00219152392544464
"1928-01-19",250,366,0.978521969405831,0.980650170102495,0.0070729869074746
"1928-01-20",250,366,0.984152152083745,0.98641082274662,0.0058743197316975
"1928-01-21",NA,366,0.987415914886637,0.989800995318574,0.00343687690136463
"1928-01-22",NA,366,0.989964938472932,0.992475504019585,0.00270206709597187
"1928-01-23",250,366,0.993160401413684,0.995798721140189,0.00334841223500737
"1928-01-24",250,366,0.997101497072183,0.999870337354275,0.00408879437947496
"1928-01-25",250,366,0.986404268109631,0.989263945315501,-0.0106077674699699
"1928-01-26",250,366,0.992597372407213,0.995594267256667,0.00639902219336097
"1928-01-27",250,366,0.995975546446042,0.999102667260919,0.00352392547811653
"1928-01-28",NA,366,0.993467290912989,0.996706985809827,-0.00239783310524033
"1928-01-29",NA,366,0.987174180439055,0.990513514091249,-0.00621393429237915
"1928-01-30",250,366,0.984715181090216,0.988165610543015,-0.00237039022167085
"1928-01-31",250,366,0.989219305755186,0.992804648452293,0.00469459558173524
"1928-02-01",250,366,0.986967297116102,0.990664167716119,-0.00215599387000265
"1928-02-02",250,366,0.992597372407213,0.996434763576044,0.00582497686701244
"1928-02-03",250,366,0.979648027418775,0.98355548405086,-0.0129253614947782
"1928-02-04",NA,366,0.980036008207968,0.984063587416286,0.000516598578998106
"1928-02-05",NA,366,0.981869396754205,0.986023146818439,0.00199129347657068
"1928-02-06",250,366,0.982463172451132,0.986738307012791,0.000725297572029326
"1928-02-07",250,366,0.981900143444661,0.986291786793103,-0.000452521419827767
"1928-02-08",250,366,0.984715181090216,0.989238319911965,0.00298748621687595
"1928-02-09",250,366,0.988093247742243,0.992751163369427,0.0035510588164176
"1928-02-10",250,366,0.987530326122574,0.992305271784116,-0.00044914738130053
"1928-02-11",NA,366,0.986630335558721,0.991520559466686,-0.000790797287632872
"1928-02-12",NA,366,0.985389340887794,0.990392949130785,-0.00113725361025996
"1928-02-13",NA,366,0.983811308483618,0.988926303167858,-0.00148087278308484
"1928-02-14",250,366,0.981900143444661,0.987124424227751,-0.00182205583402439
"1928-02-15",250,366,0.979648027418775,0.984979330958557,-0.00217307283311574
"1928-02-16",250,366,0.976832989773219,0.982267720427381,-0.00275296186016083
"1928-02-17",250,366,0.959379520119811,0.964835566059353,-0.017746846410104
"1928-02-18",NA,366,0.953978027231352,0.959519672808662,-0.00550963649941216
"1928-02-19",NA,366,0.952120123911927,0.957766654317836,-0.00182697503814055
"1928-02-20",250,366,0.95431236644837,0.960087363931651,0.00242304281878392
"1928-02-21",250,366,0.96332061577831,0.96926587226128,0.00956007617061227
"1928-02-22",NA,366,0.96388359109138,0.969949174390804,0.000704968728476585
"1928-02-23",250,366,0.96444656640445,0.970632627147501,0.000704627391560297
"1928-02-24",250,366,0.967261711436808,0.973582845928252,0.00303948033296741
"1928-02-25",NA,366,0.966619080900115,0.973053388534501,-0.000543823667360277
"1928-02-26",NA,366,0.963963251591889,0.97049718963329,-0.00262698730751065
"1928-02-27",250,366,0.96332061577831,0.969967198690971,-0.000546102500842083
"1928-02-28",250,366,0.966135653423865,0.97291859602635,0.00304278055934404
"1928-02-29",250,366,0.971765836101778,0.97870788942039,0.00595043965413544
"1928-03-01",250,366,0.974017844740862,0.981096280347242,0.00244035115346364
"1928-03-02",250,366,0.974017844740862,0.9812168684065,0.000122911544640392
"1928-03-03",NA,366,0.978394538335514,0.985746513284043,0.00461635447105491
"1928-03-04",NA,366,0.983757170980229,0.991270602122121,0.0056039648770092
"1928-03-05",250,366,0.989219305755186,0.996896292473156,0.00567523170665174
"1928-03-06",250,366,0.994849488433099,1.00269269910231,0.00581445299066474
"1928-03-07",250,366,0.989782334761658,0.997708839430318,-0.00497047567659881
